report_id,observer_code,zone_id,observed_at,submitted_at,report_mode,odor,intensity,odor_type,environment,confidence,saw_forecast,memo
S00922,R19,Z1,2026-09-12 23:41:00,2026-09-12 23:44:00,extra,1,3,축산분뇨,outdoor,high,0,
S00923,R02,Z2,2026-09-08 15:04:00,2026-09-08 15:14:00,extra,0,0,없음,outdoor,high,0,
S00924,R09,Z3,2026-09-13 01:55:00,2026-09-13 02:01:00,extra,1,1,하수,outdoor,low,0,
S00925,R10,Z1,2026-09-13 13:31:00,2026-09-13 13:36:00,extra,0,0,없음,outdoor,mid,0,
S00926,R10,Z1,2026-09-07 21:11:00,2026-09-07 21:22:00,extra,1,5,축산분뇨,indoor,high,1,
S00927,R17,Z2,2026-09-07 07:32:00,2026-09-07 07:39:00,extra,0,0,없음,outdoor,mid,0,
S00928,R11,Z2,2026-09-14 17:20:00,2026-09-14 17:25:00,extra,0,0,없음,outdoor,low,0,
S00929,R17,Z2,2026-09-02 08:31:00,2026-09-02 08:32:00,extra,0,0,없음,outdoor,high,0,
S00930,R20,Z2,2026-09-14 08:54:00,2026-09-14 09:08:00,extra,0,0,없음,outdoor,mid,0,
S00931,R18,Z3,2026-09-05 23:20:00,2026-09-05 23:29:00,extra,1,1,축산분뇨,outdoor,mid,1,
S00932,R20,Z2,2026-09-07 21:08:00,2026-09-07 21:17:00,extra,1,5,모름,outdoor,mid,0,
S00933,R12,Z3,2026-09-10 18:45:00,2026-09-10 18:51:00,extra,0,0,없음,outdoor,mid,1,
S00934,R12,Z3,2026-09-09 02:02:00,2026-09-09 02:02:00,extra,0,0,없음,outdoor,mid,0,
S00935,R04,Z1,2026-09-11 09:45:00,2026-09-11 09:53:00,extra,0,0,없음,outdoor,mid,1,
S00936,R03,Z3,2026-09-06 15:13:00,2026-09-06 15:23:00,extra,0,0,없음,outdoor,low,1,
S00937,R11,Z2,2026-09-10 15:24:00,2026-09-10 15:25:00,extra,1,1,기타,outdoor,high,1,
S00938,R04,Z1,2026-09-07 08:40:00,2026-09-07 08:40:00,extra,0,0,없음,outdoor,mid,1,
S00939,R18,Z3,2026-09-12 19:53:00,2026-09-12 20:06:00,extra,1,1,축산분뇨,outdoor,mid,1,
S00940,R10,Z1,2026-09-15 07:35:00,2026-09-15 07:45:00,extra,0,0,없음,indoor,high,1,
S00941,R20,Z2,2026-09-09 23:57:00,2026-09-10 00:02:00,extra,1,2,축산분뇨,outdoor,high,0,
S00942,R07,Z1,2026-09-15 13:31:00,2026-09-15 13:31:00,extra,0,0,없음,outdoor,low,0,
S00943,R19,Z1,2026-09-04 02:13:00,2026-09-04 02:13:00,extra,1,3,모름,outdoor,high,1,
S00944,R10,Z1,2026-09-07 23:27:00,2026-09-07 23:32:00,extra,0,0,없음,outdoor,mid,0,
S00945,R07,Z1,2026-09-10 16:35:00,2026-09-10 16:45:00,extra,0,0,없음,outdoor,mid,0,
S00946,R15,Z3,2026-09-11 16:14:00,2026-09-11 16:25:00,extra,0,0,없음,outdoor,high,0,
S00947,R20,Z2,2026-09-10 15:28:00,2026-09-10 15:40:00,extra,1,4,축산분뇨,outdoor,high,0,
S00948,R04,Z1,2026-09-07 12:30:00,2026-09-07 12:39:00,extra,0,0,없음,outdoor,low,1,
S00949,R09,Z3,2026-09-15 20:20:00,2026-09-15 20:26:00,extra,0,0,없음,outdoor,mid,0,
S00950,R13,Z1,2026-09-12 20:14:00,2026-09-12 20:16:00,extra,0,0,없음,outdoor,low,0,
S00951,R08,Z2,2026-09-10 18:06:00,2026-09-10 18:15:00,extra,0,0,없음,outdoor,mid,0,
S00952,R14,Z2,2026-09-14 02:06:00,2026-09-14 02:11:00,extra,1,3,축산분뇨,outdoor,mid,0,
S00953,R02,Z2,2026-09-12 00:59:00,2026-09-12 01:02:00,extra,0,0,없음,outdoor,low,0,
S00954,R18,Z3,2026-09-11 12:40:00,2026-09-11 12:52:00,extra,0,0,없음,outdoor,low,0,
S00955,R18,Z3,2026-09-15 23:20:00,2026-09-15 23:26:00,extra,0,0,없음,outdoor,mid,0,
S00956,R19,Z1,2026-09-15 21:21:00,2026-09-15 21:28:00,extra,1,4,기타,outdoor,high,0,
S00957,R08,Z2,2026-09-13 09:31:00,2026-09-13 09:38:00,extra,0,0,없음,outdoor,high,0,
S00958,R19,Z1,2026-09-10 03:43:00,2026-09-10 03:56:00,extra,1,1,축산분뇨,outdoor,mid,1,
S00959,R06,Z3,2026-09-07 07:46:00,2026-09-07 07:52:00,extra,0,0,없음,outdoor,mid,1,
S00960,R07,Z1,2026-09-09 17:49:00,2026-09-09 17:59:00,extra,0,0,없음,outdoor,mid,0,
S00961,R02,Z2,2026-09-09 07:40:00,2026-09-09 07:53:00,extra,0,0,없음,outdoor,low,1,
S00962,R14,Z2,2026-09-08 06:04:00,2026-09-08 06:09:00,extra,1,3,축산분뇨,outdoor,high,1,
S00963,R09,Z3,2026-09-14 10:45:00,2026-09-14 10:49:00,extra,0,0,없음,outdoor,mid,1,
S00964,R08,Z2,2026-09-13 17:41:00,2026-09-13 17:55:00,extra,0,0,없음,outdoor,mid,0,
S00965,R08,Z2,2026-09-07 02:02:00,2026-09-07 02:15:00,extra,1,2,축산분뇨,outdoor,mid,0,
S00966,R08,Z2,2026-09-14 20:35:00,2026-09-14 20:39:00,extra,0,0,없음,outdoor,mid,0,
